Index,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Graphics Card Ram Size,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Voltage,Batteries,Power Source,Number of USB 2.0 Ports,Hard Drive Rotational Speed,National Stock Number,Rear Webcam Resolution,Package Dimensions,Audio-out Ports (#),Manufacturer,Language,ASIN,Date First Available,Department,Is Discontinued By Manufacturer,Country of Origin,Cover Material,Number of Items,Ruling,Sheet Size,Manufacturer Part Number,Part Number,Size,Style,Wattage,Item Package Quantity,Display Style,Special Features,Usage,Included Components,Batteries Included?,Batteries Required?,Battery Cell Type,Warranty Description,Price($)
7171,‎10.1 Inches,‎1920x1200,‎1920*1200 Pixels,‎2.8 GHz,‎4 GB DIMM DDR,‎2.8 GHz,‎128 GB SSD,,‎Intel,‎Integrated,‎4 GB,‎802.11ac,,,‎ALLDOCUBE,‎I1022-US,‎I1022-US,‎PC,‎Windows 10 Home,‎3.1 pounds,‎10.1 x 7 x 0.4 inches,‎10.1 x 7 x 0.4 inches,‎Black,‎Intel,,‎DDR4 SDRAM,‎4 GB,‎USB 3.0,,,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,‎2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.9
7173,‎14 Inches,‎1366x768,‎1366x768,‎2.9 GHz core_i5,‎8 GB DDR3,‎1600 MHz,‎500 GB HDD,‎Intel HD Graphics 520,‎Intel,‎Integrated,,"‎Bluetooth, 802.11bgn",,‎4 Hours,‎Dell,‎Latitude E5450,‎Latitude E5450,‎PC,‎Windows 8.1 Pro,‎3.98 pounds,‎9.1 x 13.2 x 0.9 inches,‎9.1 x 13.2 x 0.9 inches,,‎Intel,‎2,‎DDR3 SDRAM,,‎Serial ATA,,,,‎AC & Battery,,‎7200 RPM,,,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,125.98
7178,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1.3 GHz core_i5,,‎1600 MHz,‎256 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Iris Xe Graphics,,‎802.11ax,,,‎Dell,‎Latitude 5000,‎5430,‎PC,‎Windows 10 Pro,‎5.4 pounds,‎15.8 x 13.5 x 2.5 inches,‎15.8 x 13.5 x 2.5 inches,‎Gray,‎Intel,‎1,‎DDR4 SDRAM,,,‎No Information Available,,‎1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.55
7180,‎11.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎2.6 GHz 6x86,‎6 DDR4,‎2400 MHz,‎256 GB SSD,,‎Intel,‎Integrated,,,‎2,,‎AWOW,‎VT11P,,,‎Windows 11,‎4.31 pounds,‎11.8 x 8.3 x 1.2 inches,‎11.8 x 8.3 x 1.2 inches,‎Purple,‎Intel,‎4,,‎256 GB,,‎No Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.26
7182,‎15 Inches,‎1920 x 1080 pixels,,‎1.7 GHz core_i5_8350u,‎8 GB SO-DIMM,‎3.6 GHz,‎256 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,,‎802.11ac,,,‎HP,,‎EliteBook 850 G5,,‎Windows 10 Pro,‎3.88 pounds,‎14.17 x 9.06 x 0.98 inches,‎14.17 x 9.06 x 0.98 inches,‎Silver,‎Intel,‎4,‎DDR4 SDRAM,,‎SATA 3 GB/s,,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.89
7183,‎14 Inches,‎1366 x 768 pixels,,‎1.1 GHz celeron_n4000,‎4 GB LPDDR4,,‎32 GB SSD,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎4 GB,‎802.11ac,,,‎acer,‎CB314-1H-C66Z,‎CB314-1H-C66Z,‎PC,‎Chrome OS,‎3.75 pounds,‎19 x 12 x 3 inches,‎19 x 12 x 3 inches,‎Silver,‎Intel,‎2,‎SDRAM,‎32 GB,,,‎20 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
7184,‎14 Inches,‎1366 x 768 pixels,,‎1.1 GHz celeron_n4000,‎4 GB LPDDR4,,‎32 GB SSD,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎4 GB,‎802.11ac,,,‎acer,‎CB314-1H-C66Z,‎CB314-1H-C66Z,‎PC,‎Chrome OS,‎3.75 pounds,‎19 x 12 x 3 inches,‎19 x 12 x 3 inches,‎Silver,‎Intel,‎2,‎SDRAM,‎32 GB,,,‎20 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
7188,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080,‎3 GHz core_i3,‎4 GB DDR4,‎3.4 GHz,‎256 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,‎Bluetooth,,,‎Dell,‎Inspiron,‎15 3511,‎PC,‎Windows 11 Home,‎3.82 pounds,‎14.11 x 0.74 x 9.27 inches,‎14.11 x 0.74 x 9.27 inches,‎Black,‎Intel,‎2,‎DDR4 SDRAM,,‎PCIE x 4,‎No Optical Drive,‎5 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0
7189,‎16 Inches,‎1920 x 1200 pixels,‎1920x1200 Pixels,‎3.4 GHz Intel_Mobile_CPU,‎16 GB DDR5,,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎512.00,,‎2,,‎jumper,‎EZbook-S5MAX,,,‎11,‎0.058 ounces,‎14.4 x 0.7 x 9.6 inches,‎14.4 x 0.7 x 9.6 inches,‎Gray,‎Intel,‎4,‎DDR5 RAM,‎512 GB,‎USB 3.0,‎No Optical Drive,,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.99
7190,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎3.4 GHz celeron,‎16 DDR4,,‎512 GB SSD,,‎Intel,‎Integrated,,,‎3,,‎Bmax,‎X15 Pro,,,‎Windows 11,‎5.2 pounds,‎17.5 x 14.3 x 2.7 inches,‎17.5 x 14.3 x 2.7 inches,,‎Intel,‎4,,‎512 GB,,,,‎1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.99
7191,‎14.1 Inches,‎1366 x 768 pixels,‎1280 x 800 Pixels,‎1.8 GHz intel_core_2_duo,‎2 GB DDR2,,‎80 GB HDD,‎Intel Integrated GMA X3100,‎Intel,‎Integrated,‎2 GB,,,‎3 Hours,‎Dell,‎Dell Latitude,‎D630,‎PC,‎Windows 7,‎5 pounds,‎13 x 2 x 9 inches,‎13 x 2 x 9 inches,‎silver grey,‎Intel,‎2,‎SDRAM,,‎Serial ATA-300,,,‎1 Lithium Ion batteries required.,‎Battery Powered,,‎7200 RPM,‎7010-01-521-9660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.16
7200,‎11.6 Inches,‎1366 x 768,‎1366 x 768 Pixels,‎3.4 GHz,‎LPDDR5,,‎128 GB SSD,‎Intel UHD Graphics,‎Intel,‎UHD Graphics,,,,‎10 Hours,‎acer,‎TravelMate B3 Spin 11 B311R-33,‎TMB311R-33-C9SN,,‎Windows 11 Pro,‎4.91 pounds,‎7.32 x 11.45 x 0.82 inches,‎7.32 x 11.45 x 0.82 inches,‎Black,‎Intel,‎1,,,,‎No Information Available,,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.99
7201,‎15.6 Inches,‎1920x1080,‎1920 x 1080 Pixels,‎1.7 GHz apple_ci5,‎16 GB DDR4,,‎512 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎16 GB,"‎Bluetooth, 802.11ac",‎2,,‎Dell,‎Vostro,‎3520,,‎Windows 11 Pro,‎3.65 pounds,‎14.11 x 0.61 x 9.25 inches,‎14.11 x 0.61 x 9.25 inches,‎Black,‎Intel,‎10,‎DDR4 SDRAM,,‎PCIE x 4,‎No Optical Drive,,‎1 Lithium Ion batteries required.,‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0
7203,‎14 Inches,‎1366x768,‎1366 x 768,‎1.6 GHz amd_r_series,‎4 GB SO-DIMM,‎2400 MHz,‎64 GB Emmc,‎AMD Radeon R4 Series,‎AMD,‎Integrated,‎2 MB,‎802.11ac,‎2,‎5 Hours,‎Lenovo,‎IdeaPad,‎S150,‎PC,‎Windows 10,‎3.1 pounds,‎12.9 x 9.3 x 0.8 inches,‎12.9 x 9.3 x 0.8 inches,‎Silver,‎AMD,‎2,‎SODIMM,‎64,‎USB,‎No Optical Drive,‎5 Volts,‎1 Lithium Metal batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.97
7204,‎14 Inches,‎1366x768,‎1366 x 768,‎1.6 GHz amd_r_series,‎4 GB SO-DIMM,‎2400 MHz,‎64 GB Emmc,‎AMD Radeon R4 Series,‎AMD,‎Integrated,‎2 MB,‎802.11ac,‎2,‎5 Hours,‎Lenovo,‎IdeaPad,‎S150,‎PC,‎Windows 10,‎3.1 pounds,‎12.9 x 9.3 x 0.8 inches,‎12.9 x 9.3 x 0.8 inches,‎Silver,‎AMD,‎2,‎SODIMM,‎64,‎USB,‎No Optical Drive,‎5 Volts,‎1 Lithium Metal batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.97
7209,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎3.3 GHz pentium,‎DDR4,,‎SSD,,‎Intel,‎Integrated,,"‎Bluetooth, 802.11ac",‎2,,‎ASUS,‎TP1400KA-DS24T,‎TP1400KA-DS24T,,‎Windows 11 Home,‎4.99 pounds,‎12.63 x 0.67 x 8.54 inches,‎12.63 x 0.67 x 8.54 inches,‎Quite Blue,‎Intel,‎4,‎DDR SDRAM,‎8 GB,,‎No Drive,‎240 Volts,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.99
7213,‎14.1 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1.2 GHz core_i7,‎8 GB DDR4,‎2400 MHz,‎512 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎8 GB,‎802.11ax,,‎10 Hours,‎Gateway,,‎GWCC,‎PC,‎Windows 11 Pro,‎3.4 pounds,‎12.78 x 8.67 x 0.7 inches,‎12.78 x 8.67 x 0.7 inches,‎Charcoal Gray,‎Intel,‎4,‎SODIMM,‎512 GB,‎Solid State,,,,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.99
7214,‎14 Inches,‎1366_x_768,,‎core_i5,‎4 GB DDR3,‎1333 MHz,‎320 GB HDD,‎Intel HD Graphics 3000,‎Intel,‎Integrated,,"‎802.11g, 802.11ab",,‎4 Hours,‎HP,‎HP EliteBook,‎LQ166AW#ABA,‎PC,‎Windows 10 Pro,‎1 pounds,‎18 x 13.5 x 4 inches,‎18 x 13.5 x 4 inches,‎Silver,‎Intel,‎2,‎DDR3 SDRAM,,,‎DVD±RW,‎110 Volts,,,,‎7200 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.99
7215,‎15.6 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎1 GHz core_i5_1035g1,‎8 GB DDR4,‎3.6 GHz,‎256 GB SSD,‎Integrated Intel Graphics,‎Intel,‎Integrated,‎8 GB,‎802.11ac,,‎8 Hours,‎acer,‎A315,‎A315-56-594,‎A315-56-594,‎Windows 10,‎5.39 pounds,‎14.3 x 9.7 x 0.78 inches,‎14.3 x 9.7 x 0.78 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎256 GB,‎Solid State,,‎5 Volts,‎1 Lithium Metal batteries required. (included),‎Battery Powered,‎2,‎7200 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.1
7216,‎13.3 Inches,‎1920 x 1080 pixels,,,‎64 GB LPDDR4X,,‎64 GB Emmc,,‎Qualcomm,‎Integrated,,‎Bluetooth,,,‎acer,‎Acer Chromebook,‎CP513-1H-S60F,,‎Chrome OS,‎4.34 pounds,‎22 x 4 x 14 inches,‎22 x 4 x 14 inches,‎Silver,‎Qualcomm,‎8,‎DDR4 SDRAM,‎64 GB,,,‎5 Volts,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.65
7217,‎13.3 Inches,‎1920 x 1080 pixels,,,‎64 GB LPDDR4X,,‎64 GB Emmc,,‎Qualcomm,‎Integrated,,‎Bluetooth,,,‎acer,‎Acer Chromebook,‎CP513-1H-S60F,,‎Chrome OS,‎4.34 pounds,‎22 x 4 x 14 inches,‎22 x 4 x 14 inches,‎Silver,‎Qualcomm,‎8,‎DDR4 SDRAM,‎64 GB,,,‎5 Volts,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.65
7222,‎14 Inches,‎1366 x 768 pixels,‎1366_x_768,‎1.6 GHz 1_2GHz_Cortex_A8,‎16 GB DDR4,‎2133 MHz,‎256 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,‎24 GB,"‎Bluetooth, 802.11ac",,,‎Lenovo,‎ThinkPad T480 Commercial Notebook PC,‎ThinkPad T480 Business Laptop,‎PC,‎Windows 10 Pro,‎3.63 pounds,‎9.15 x 13.25 x 0.79 inches,‎9.15 x 13.25 x 0.79 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎512,‎Solid State,‎BD-R,‎240 Volts,‎1 Lithium Ion batteries required. (included),,,‎16 RPM,,,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,199.0
7230,‎14 Inches,,‎1366 x 768 Pixels,‎2.4 GHz 1_2GHz_Cortex_A8,‎8 GB DDR,‎8 GHz,‎1 TB SSD,‎2.4 GHz Intel Core i3,‎Allwinner,‎Integrated,‎8 GB,"‎802.11bgn, 802.11b, 802.11b/g",‎1,,‎HP,‎HP,‎14-CF0014DX,‎PC,‎Windows 10,‎4.3 pounds,‎32.4 x 22.6 x 2 inches,‎32.4 x 22.6 x 2 inches,‎Silver,‎Intel,‎2,‎DDR4 SDRAM,‎128,‎Unknown,‎No Optical Drive,‎120 Volts,‎1 Lithium Metal batteries required. (included),,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.99
7231,‎116 Inches,‎1366x768,‎1366 x 768,‎1.04 GHz intel_atom,‎4 GB DDR2,‎1.6 GHz,‎32 GB Emmc,‎intel,‎Intel,‎Integrated,‎4 GB,‎802.11ax,‎2,‎11 Hours,‎SAMSUNG,‎XE501C13-S02US,‎XE501C13-S02US,‎PC,‎Chrome OS,‎2.9 pounds,‎3.3 x 19 x 12 inches,‎3.3 x 19 x 12 inches,‎Black,‎Intel,‎4,‎DDR3 SDRAM,‎32,‎FATA,‎BD-R,‎100240 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,‎2,‎100 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.99
7233,‎14 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎2.6 GHz celeron,‎8 DDR4,,‎64 GB Emmc,‎Intel UHD Graphics 600,‎Intel,‎Integrated,,"‎802.11a/b/g/n/ac, Bluetooth",‎3,,‎HP,‎HP Laptop,‎HP Laptop,,‎Windows 11 S,‎3.24 pounds,‎12.76 x 0.71 x 8.86 inches,‎12.76 x 0.71 x 8.86 inches,‎Blue,‎Intel,‎4,‎DDR4 SDRAM,,‎Solid State,,‎41 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.99
7236,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎core_i5,‎16 DDR4,,‎256 GB SSD,‎Intel HD Graphics 620,‎Intel,‎Integrated,,‎Bluetooth,,,‎HP,‎HP ProBook 650 G4,‎HP ProBook 650 G4,,‎Windows 10 Pro,‎6.12 pounds,,,,‎Intel,,‎DDR4 SDRAM,,‎USB 2.0/3.0,‎no,,,,,,,,‎17.13 x 13.74 x 3.31 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,219.99
7243,‎11.6 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎2.4 GHz celeron,‎4 GB DDR3,,‎SSD,‎Intel HD Graphics 500,‎Intel,‎Integrated,‎4,‎802.11a/b/g/n/ac,‎1,‎8 Hours,‎ASUS,‎VivoBook Flip J202NA-DH01T,‎J202NA-DH01T,,‎Windows 10,‎2.8 pounds,‎15.9 x 12.8 x 9.7 inches,‎15.9 x 12.8 x 9.7 inches,‎Gray,‎Intel,‎1,‎DDR3 SDRAM,‎64,‎Unknown,,‎3.7 Volts,‎2 Lithium Ion batteries required. (included),‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0
7244,‎15.6 Inches,‎1366 x 768 pixels,,‎3.4 core_i3_1115g4,‎8 GB DDR4,‎2400 MHz,‎256 GB SSD,,‎Intel,‎Dedicated,,‎802.11ax,‎2,,‎Lenovo,‎Lenovo Ideapad,‎81X800KLUS,,‎Windows 11 Home,‎5.2 pounds,‎14.3 x 10 x 0.78 inches,‎14.3 x 10 x 0.78 inches,‎Almond,‎Intel,‎2,‎DDR4 SDRAM,‎256 GB,‎Solid State,‎BD-R,‎3.7 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,‎2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.57
7246,‎14 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎3.4 GHz core_m3_8100y,‎4 GB DDR3,,‎128 GB,‎Intel HD Graphics 400,‎Intel,‎Integrated,‎4 GB,,‎1,,‎ASUS,‎ASUS Chromebook C425,‎C425TA-AS348F,,‎Chrome OS,‎2.8 pounds,‎12.67 x 8.19 x 0.67 inches,‎12.67 x 8.19 x 0.67 inches,,‎Intel,‎2,‎DDR3 SDRAM,‎128 GB,‎USB,‎No Drive,‎15 Volts (DC),‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.99
7252,‎14.1,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.4 GHz core_i5_family,‎4 GB DDR4,,‎512 GB SSD,‎Intel,‎Intel,‎Integrated,‎16 GB,"‎Bluetooth, 2.4 GHz Radio Frequency",‎2,‎8.5 Hours,‎Gateway,‎GWTN141,‎GWTN141,‎PC,‎Windows 11,‎4.2 pounds,‎14 x 1 x 12 inches,‎14 x 1 x 12 inches,‎Blue,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,‎Solid State,,,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.99
7255,‎11.6 Inches,‎1366 x 768,‎1366 x 768 Pixels,‎1.6 GHz celeron,‎4 GB LPDDR3,‎1.6 GHz,‎32 GB Embedded MultiMediaCard,‎Intel HD Graphics 510,‎Intel,‎Integrated,,‎802.11ac,‎3,‎14 Hours,‎acer,‎C771-C4TM,‎C771-C4TM,‎Chrome,‎Chrome OS,‎2.98 pounds,‎11.72 x 8.23 x 0.82 inches,‎11.72 x 8.23 x 0.82 inches,‎Black,‎Intel,‎2,‎DDR3 SDRAM,‎32,‎Unknown,‎No Optical Drive,‎5 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
7257,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1200 Pixels,‎1.5 GHz celeron,‎4 GB DDR4,‎1866 MHz,‎64 GB SSD,‎Intel HD Graphics 615,‎Intel,‎Integrated,,‎802.11a/b/g/n,‎1,,‎SAMSUNG,‎Samsung,‎Samsung,,‎Chrome OS,‎2.93 pounds,‎11.34 x 8.19 x 0.63 inches,‎11.34 x 8.19 x 0.63 inches,‎Silver,‎Intel,‎2,‎DDR4 SDRAM,,‎Solid State,‎No Optical Drive,‎12 Volts,‎3 Lithium Ion batteries required. (included),‎Corded Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.99
7259,‎15.6 Inches,‎1920 x 1080 pixels,,‎2.6 GHz core_i7_family,‎16 GB DDR4,‎2.6 GHz,‎512 GB SSD,‎Quadro P1000,‎NVIDIA,‎Dedicated,‎4 GB,‎802.11g,‎4,,‎Dell,‎Precision,‎GGN5H,,‎Windows 10 Pro,‎5.73 pounds,‎19.8 x 3.5 x 13.4 inches,‎19.8 x 3.5 x 13.4 inches,,‎Intel,‎6,‎Unknown,‎16 GB,‎Solid State,,‎240 Volts,‎1 Lithium Ion batteries required. (included),,,‎7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.9
7262,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 Pixels,‎2.8 GHz celeron_n4020,‎4 GB DDR4,‎2.8 GHz,‎64 GB SSD,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎8 GB,‎Bluetooth,‎3,‎12 Hours,‎ASUS,‎E410,‎E410,‎PC,‎Windows 11 Home,‎2.87 pounds,‎12.8 x 8.54 x 0.72 inches,‎12.8 x 8.54 x 0.72 inches,‎Rose Gold,‎Intel,‎4,‎DDR4 SDRAM,‎64 GB,‎PCIE x 8,‎No Optical Drive,‎12 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,,‎7200 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0
7263,‎13.3 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎3.9 GHz apple_ci3,‎8 GB DDR4,‎2400 MHz,‎128 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,,"‎802.11b, 802.11a, 802.11g",,‎11 Hours,‎HP,‎HP Pavilion,‎5FS56UA,,‎Windows 10,‎2.9 pounds,‎12.24 x 8.31 x 0.61 inches,‎12.24 x 8.31 x 0.61 inches,‎Silver,‎Intel,‎4,‎DDR4 SDRAM,‎128,‎Serial ATA,,‎240 Volts,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.99
7266,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 Pixels,‎1.2 GHz amd_a_series,‎16 GB DDR4,,‎1 TB SSD,‎AMD,‎AMD,‎Integrated,‎16 GB,,,,‎HP,,‎HP,‎PC,‎Windows 11,‎3.2 pounds,,,‎Black,‎AMD,‎2,,,‎Solid State,,‎45 Volts,,‎Battery Powered,,,,,‎17.68 x 12.05 x 2.64 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,360.79
7268,‎12 Inches,‎1366 x 768 pixels,‎1366 x 912,‎2.8 GHz celeron_n4020,‎4 GB LPDDR4,‎2.8 GHz,‎32 GB SSD,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎4 GB,‎Bluetooth,‎4,‎12 Hours,‎acer,‎CB512-C1KJ,‎NX.A8GAA.001,,‎Chrome OS,‎3.09 pounds,‎11.65 x 9 x 0.8 inches,‎11.65 x 9 x 0.8 inches,‎Black,‎Intel,‎2,‎DDR4 SDRAM,‎32 GB,‎USB 3.1,‎No Optical Drive,‎5 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,‎1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99
7269,‎15.6 Inches,‎1920x1080,,‎1.6 GHz apple_ci5,‎8 GB DDR4,‎2400 MHz,‎256 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,‎2 MB,‎802.11ac,,‎8 Hours,‎Lenovo,‎yoga 730,‎81CU000BUS,‎PC,‎Windows 10,‎2.6 pounds,‎14.2 x 9.8 x 0.7 inches,‎14.2 x 9.8 x 0.7 inches,‎Iron Gray,‎Intel,‎1,‎SODIMM,‎256,‎Solid State,‎No Optical Drive,‎240 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0
7279,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.1 GHz core_i3,‎8 GB DDR4,‎2666 MHz,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,‎802.11ax,,‎14 Hours,‎Lenovo,‎Lenovo IdeaPad,‎‎81X700,‎PC,‎Windows 11 S,‎3.5 pounds,‎12.88 x 9.49 x 0.78 inches,‎12.88 x 9.49 x 0.78 inches,‎Gray,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,‎Solid State,,,‎1 Lithium Ion batteries required.,‎Battery Powered,,‎5400,,‎720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0
7280,‎14 Inches,‎1920 x 1080,‎1920 x 1080,‎2.6 GHz core_i5,‎16 GB DDR4,‎2.6 GHz,‎256 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,‎Bluetooth,‎1,,‎Dell,‎Latitude 7420,‎7420,‎PC,‎Windows 10 Pro,‎2.69 pounds,‎15.3 x 13.3 x 3 inches,‎15.3 x 13.3 x 3 inches,,‎Intel,‎1,‎DDR4 SDRAM,,‎Thunderbolt,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0
7283,‎15.6 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎1.2 GHz core_i3_1005g1,‎8 DDR,‎3.4 GHz,‎256 GB SSD,‎Intel UHD Graphics,‎Allwinner,‎Dedicated,‎8 GB,‎802.11ac,,,‎HP,‎7PL17UA#ABL,‎7PL17UA#ABL,‎PC,‎Windows 10 Home,‎3.74 pounds,‎14.11 x 9.53 x 0.71 inches,‎14.11 x 9.53 x 0.71 inches,‎Silver/Black,‎Intel,‎2,‎DDR4 SDRAM,‎8,‎Solid State,‎BD-R,‎5 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.99
7284,‎15.6 Inches,‎1366 x 768 pixels,‎1920x1080 Pixels,‎2.8 GHz celeron,‎8 DDR4,‎2.8 GHz,‎64 GB SSD,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎4 GB,"‎Bluetooth, 802.11a/g/n/ac",‎2,,‎ASUS,‎ASUS Vivobook,‎ASUS Vivobook,,‎Windows 11 S,‎3.46 pounds,‎14.18 x 0.71 x 9.31 inches,‎14.18 x 0.71 x 9.31 inches,‎Star Black,‎Intel,‎2,‎DDR4 SDRAM,‎64 GB,‎USB,‎No Optical Drive,‎12 Volts,,‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0
